"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Morocco","MAR","Land area (sq. km)","AG.LND.TOTL.K2","446340","446340","446340","446340","446340","446340","446340","446340","446340","446340","446340","446340","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","","",
"Monaco","MCO","Land area (sq. km)","AG.LND.TOTL.K2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","",
"Moldova","MDA","Land area (sq. km)","AG.LND.TOTL.K2","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32950","32940","32930","32930","32920","32910","32900","32880","32880","32880","32870","32880","32890","32890","32890","32890","32890","32854","32854","","",
"Madagascar","MDG","Land area (sq. km)","AG.LND.TOTL.K2","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","","",
"Maldives","MDV","Land area (sq. km)","AG.LND.TOTL.K2","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","","",
"Middle East & North Africa (all income levels)","MEA","Land area (sq. km)","AG.LND.TOTL.K2","11238640","11238640","11238640","11238640","11238640","11238640","11238640","11238640","11238640","11238640","11238640","11238640","11238600","11238600","11238600","11238600","11238600","11238600","11238600","11238600","11238600","11238600","11238600","11238600","11238600","11238600","11238600","11238600","11238600","11238600","11238600","11238620","11238620","11238620","11238620","11238620","11238620","11238620","11238620","11238620","11238620","11238620","11238440","11238430","11238440","11238500","11238520","11238530","11236020","11236010","11236010","","",
"Mexico","MEX","Land area (sq. km)","AG.LND.TOTL.K2","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","","",
"Marshall Islands","MHL","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","","",
"Middle income","MIC","Land area (sq. km)","AG.LND.TOTL.K2","63400407","63400387","63400397","63400397","63400387","63400377","63400367","63400357","63400357","63400347","63400337","63400337","63400267","63400227","63400337","63400187","63400187","63400197","63400147","63400137","63400127","63400107","63400097","63400097","63400097","63400097","63400097","63400087","63399097","63399097","63397407","63397414","63397484","63390601","63393071","63393101","63393041","63364486","63364099","63349479","63349514","63346289","63345703","63344061","63343999","63344066.6","63343739.2","63343737.2","63342162.5","63342220.7","63342342.9","","",
"Macedonia, FYR","MKD","Land area (sq. km)","AG.LND.TOTL.K2","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25230","25230","25220","25220","25220","","",
"Mali","MLI","Land area (sq. km)","AG.LND.TOTL.K2","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","","",
"Malta","MLT","Land area (sq. km)","AG.LND.TOTL.K2","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","","",
"Myanmar","MMR","Land area (sq. km)","AG.LND.TOTL.K2","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653420","653360","653470","653520","653310","653300","653260","653290","","",
"Middle East & North Africa (developing only)","MNA","Land area (sq. km)","AG.LND.TOTL.K2","8643770","8643770","8643770","8643770","8643770","8643770","8643770","8643770","8643770","8643770","8643770","8643770","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643730","8643540","8643520","8643520","8643580","8643590","8643590","8641080","8641070","8641070","","",
"Montenegro","MNE","Land area (sq. km)","AG.LND.TOTL.K2","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","","",
"Mongolia","MNG","Land area (sq. km)","AG.LND.TOTL.K2","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","","",
"Northern Mariana Islands","MNP","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","","",
"Mozambique","MOZ","Land area (sq. km)","AG.LND.TOTL.K2","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","","",
"Mauritania","MRT","Land area (sq. km)","AG.LND.TOTL.K2","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","","",
"Mauritius","MUS","Land area (sq. km)","AG.LND.TOTL.K2","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","","",
"Malawi","MWI","Land area (sq. km)","AG.LND.TOTL.K2","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","","",
"Malaysia","MYS","Land area (sq. km)","AG.LND.TOTL.K2","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","","",
"North America","NAC","Land area (sq. km)","AG.LND.TOTL.K2","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18252520","18255480","18255480","18255480","18255480","18255480","18255480","18255480","18255480","18240980","18240980","18240980","18240980","","",
"Namibia","NAM","Land area (sq. km)","AG.LND.TOTL.K2","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","","",
"New Caledonia","NCL","Land area (sq. km)","AG.LND.TOTL.K2","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","","",
"Niger","NER","Land area (sq. km)","AG.LND.TOTL.K2","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","","",
"Nigeria","NGA","Land area (sq. km)","AG.LND.TOTL.K2","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","","",
"Nicaragua","NIC","Land area (sq. km)","AG.LND.TOTL.K2","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","","",
"Netherlands","NLD","Land area (sq. km)","AG.LND.TOTL.K2","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33730","33730","33730","","",
"High income: nonOECD","NOC","Land area (sq. km)","AG.LND.TOTL.K2","19789572","19789572","19789572","19789572","19789572","19789572","19789572","19789572","19789572","19789572","19789572","19789572","19789572","19789572","19789572","19789572","19789572","19789572","19789572","19789482","19789482","19789482","19789482","19789482","19789482","19789482","19789482","19789482","19789482","19789482","19789482","19789508","19785738","19780888","19778398","19778048","19847488","19850068","19857278","19850108","19849208","19849713","19849775","19850087","19850257","19846612","19846623","19845763","19845747","19845803","19845762","","",
"Norway","NOR","Land area (sq. km)","AG.LND.TOTL.K2","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","304280","305470","305470","304250","304250","","",
"Nepal","NPL","Land area (sq. km)","AG.LND.TOTL.K2","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","","",
"New Zealand","NZL","Land area (sq. km)","AG.LND.TOTL.K2","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","","",
"High income: OECD","OEC","Land area (sq. km)","AG.LND.TOTL.K2","31461212","31461212","31461212","31461212","31461212","31461212","31461212","31461212","31461212","31461212","31461212","31461112","31461092","31461022","31460772","31460722","31460562","31460552","31460562","31460372","31460452","31460242","31460202","31458702","31458592","31458672","31458572","31458562","31458542","31458532","31458532","31458572","31458562","31458522","31458502","31458372","31458332","31458312","31458262","31493622","31491092","31493562","31493682","31491672","31493592","31490922","31491002","31477232","31477181","31475912","31475849","","",
"OECD members","OED","Land area (sq. km)","AG.LND.TOTL.K2","34264832","34264812","34264822","34264822","34264812","34264802","34264792","34264782","34264782","34264772","34264762","34264662","34264642","34264572","34264322","34264252","34264102","34264102","34264062","34263862","34263932","34263712","34263662","34262162","34262052","34262132","34262032","34262012","34261992","34261982","34261982","34262022","34262002","34261962","34261942","34261812","34261712","34261692","34261642","34296822","34294292","34296762","34296882","34294872","34296782","34294112","34294192","34280422","34281291","34280022","34279959","","",
"Oman","OMN","Land area (sq. km)","AG.LND.TOTL.K2","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","","",
"Other small states","OSS","Land area (sq. km)","AG.LND.TOTL.K2","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1869681","1862758","1862758","1862758","1862758","1862758","1862758","1862758","1862758","1862758","1862758","1861075","1861075","1861075","1861075","1861075","1861075","1861075","1861075","","",
"Pakistan","PAK","Land area (sq. km)","AG.LND.TOTL.K2","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","","",
"Panama","PAN","Land area (sq. km)","AG.LND.TOTL.K2","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","","",
"Peru","PER","Land area (sq. km)","AG.LND.TOTL.K2","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","","",
"Philippines","PHL","Land area (sq. km)","AG.LND.TOTL.K2","298260","298260","298260","298260","298260","298260","298260","298260","298260","298260","298260","298260","298230","298190","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","","",
"Palau","PLW","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","","",
"Papua New Guinea","PNG","Land area (sq. km)","AG.LND.TOTL.K2","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","","",
"Poland","POL","Land area (sq. km)","AG.LND.TOTL.K2","304680","304680","304680","304680","304680","304680","304680","304680","304680","304680","304680","304680","304660","304620","304590","304600","304570","304570","304560","304540","304530","304520","304510","304500","304490","304470","304460","304450","304430","304420","304420","304420","304420","304390","304380","304360","304360","304370","304360","304360","304350","306290","306240","304300","306330","304270","304250","304220","304200","304200","304150","","",
"Puerto Rico","PRI","Land area (sq. km)","AG.LND.TOTL.K2","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","","",
"Korea, Dem. Rep.","PRK","Land area (sq. km)","AG.LND.TOTL.K2","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","","",
"Portugal","PRT","Land area (sq. km)","AG.LND.TOTL.K2","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91470","91470","91470","91470","91470","91470","91470","","",
"Paraguay","PRY","Land area (sq. km)","AG.LND.TOTL.K2","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","","",
"Pacific island small states","PSS","Land area (sq. km)","AG.LND.TOTL.K2","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","66010","64210","64210","64210","64210","66650","66650","66650","66650","66650","66650","66650","66650","66650","66650","66650","66650","66650","66650","66650","66650","66650","","",
"French Polynesia","PYF","Land area (sq. km)","AG.LND.TOTL.K2","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","","",
"Qatar","QAT","Land area (sq. km)","AG.LND.TOTL.K2","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","","",
"Romania","ROU","Land area (sq. km)","AG.LND.TOTL.K2","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","229350","229350","229460","229460","229460","229510","229490","229520","229530","229590","229600","229710","229710","229870","229950","230000","229980","229980","229890","229900","230060","230050","230160","","",
"Russian Federation","RUS","Land area (sq. km)","AG.LND.TOTL.K2","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16386180","16381330","16378380","16377960","16378650","16381300","16388510","16381340","16380440","16380940","16380980","16381230","16381390","16377740","16377740","16376870","16376870","16376870","16376870","","",
"Rwanda","RWA","Land area (sq. km)","AG.LND.TOTL.K2","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","","",
"South Asia","SAS","Land area (sq. km)","AG.LND.TOTL.K2","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4779480","4772557","4772557","4772557","4772557","4772557","4772557","4772907","4772907","4772907","4772907","4771224","4771224","4771224","4771224","4771224","4771224","4771224","4771224","","",
"Saudi Arabia","SAU","Land area (sq. km)","AG.LND.TOTL.K2","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","","",
"Sudan","SDN","Land area (sq. km)","AG.LND.TOTL.K2","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","2376000","","",
"Senegal","SEN","Land area (sq. km)","AG.LND.TOTL.K2","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","","",
"Singapore","SGP","Land area (sq. km)","AG.LND.TOTL.K2","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","675","687","689","689","694","695","700","700","700","700","","",
"Solomon Islands","SLB","Land area (sq. km)","AG.LND.TOTL.K2","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","","",
"Sierra Leone","SLE","Land area (sq. km)","AG.LND.TOTL.K2","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","71620","","",
"El Salvador","SLV","Land area (sq. km)","AG.LND.TOTL.K2","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","","",
"San Marino","SMR","Land area (sq. km)","AG.LND.TOTL.K2","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","","",
"Somalia","SOM","Land area (sq. km)","AG.LND.TOTL.K2","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","","",
"Serbia","SRB","Land area (sq. km)","AG.LND.TOTL.K2","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","","",
"Sub-Saharan Africa (developing only)","SSA","Land area (sq. km)","AG.LND.TOTL.K2","23690581","23690581","23690581","23690581","23690581","23690581","23690581","23690581","23690581","23690581","23690581","23690581","23690581","23690181","23689781","23689781","23689781","23689781","23689781","23689781","23689781","23689781","23689781","23689781","23689781","23689781","23689781","23689781","23689781","23689781","23689781","23689781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","23588781","","",
"South Sudan","SSD","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (all income levels)","SSF","Land area (sq. km)","AG.LND.TOTL.K2","23718631","23718631","23718631","23718631","23718631","23718631","23718631","23718631","23718631","23718631","23718631","23718631","23718631","23718231","23717831","23717831","23717831","23717831","23717831","23717831","23717831","23717831","23717831","23717831","23717831","23717831","23717831","23717831","23717831","23717831","23717831","23717831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","23616831","","",
"Small states","SST","Land area (sq. km)","AG.LND.TOTL.K2","2340491","2340491","2340491","2340491","2340491","2340491","2340491","2340491","2340491","2340491","2340491","2340491","2340491","2340491","2340631","2340631","2340631","2340631","2340631","2340541","2340541","2340541","2340541","2340541","2340541","2340541","2340541","2340541","2340541","2340541","2338741","2338741","2338741","2331818","2334258","2334258","2334258","2334258","2334258","2334258","2334258","2334258","2334258","2332575","2332575","2332575","2332575","2332575","2332575","2332575","2332575","","",
